Human;UBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLWeightedJiangConrath_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLRada_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLRada_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_AncSPLCaiStrategy1_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_JiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-ctakes;UBSM_JiangConrath_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-ctakes
2.6666666666666665;0.3903600291794133;0.38095238095238093;0.3903600291794133;0.38095238095238093;0.3903600291794133;0.38095238095238093;0.3903600291794133;0.38095238095238093;0.3903600291794133;0.38095238095238093
1.3333333333333333;0.13245323570650439;0.06622661785325219;0.13245323570650439;0.06622661785325219;0.13245323570650439;0.06622661785325219;0.13245323570650439;0.06622661785325219;0.13245323570650439;0.06622661785325219
4.0;0.3077935056255462;0.3499999999999999;0.3077935056255462;0.3499999999999999;0.3077935056255462;0.3499999999999999;0.3077935056255462;0.3494863151108271;0.3077935056255462;0.34948221239358146
2.6666666666666665;0.33371190623595726;0.29650300969076804;0.33371190623595726;0.28603877677367767;0.33371190623595726;0.2890054012499933;0.33371190623595726;0.306224281877947;0.33371190623595726;0.32586036485965114
2.6666666666666665;0.2558408596267325;0.3176665398552622;0.2558408596267325;0.2558408596267325;0.2558408596267325;0.29736479331385074;0.2558408596267325;0.32749980792604455;0.2558408596267325;0.3176665398552622
1.6666666666666667;0.24343224778007383;0.24343224778007383;0.24343224778007383;0.24343224778007383;0.24343224778007383;0.24343224778007383;0.24343224778007383;0.24343224778007383;0.24343224778007383;0.24343224778007383
2.3333333333333335;0.4036036763977875;0.39223227027636814;0.4036036763977875;0.39223227027636814;0.4036036763977875;0.39223227027636814;0.4036036763977875;0.39223227027636814;0.4036036763977875;0.39223227027636814
1.0;0.17149858514250885;0.2741487464131258;0.17149858514250885;0.21629522817435007;0.17149858514250885;0.24433567386269758;0.17149858514250885;0.2950929640978838;0.17149858514250885;0.2741487464131258
1.6666666666666667;0.43082021842766455;0.5110619548483818;0.43082021842766455;0.43082021842766455;0.43082021842766455;0.46105325588688795;0.43082021842766455;0.5589424792695816;0.43082021842766455;0.5110619548483818
3.0;0.3450327796711771;0.34246481452915717;0.3450327796711771;0.2760262237369417;0.3450327796711771;0.31889584760770395;0.3450327796711771;0.35187417741956734;0.3450327796711771;0.34246481452915717
