Human;WBSM_AncSPLWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLWeightedJiangConrath_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLRada_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLRada_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLCosineNormWeightedJiangConrath_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none;WBSM_WuPalmerFast_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_WuPalmerFast_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none;WBSM_Lin_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_Lin_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLCaiStrategy1_tok-whitespace_lc_sw-nonestopwords_cf-default_ner-none;WBSM_AncSPLCaiStrategy1_tok-whitespace_notlc_sw-nonestopwords_cf-default_ner-none
4.0;0.5974335433637762;0.5974335433637762;0.5229763603684908;0.5229763603684908;0.5548928293141406;0.5548928293141406;0.5809298509295472;0.5809298509295472;0.5636278283582004;0.5636278283582004;0.6290840098705234;0.6290840098705234
3.0;0.4993691987434976;0.49286515756633165;0.2694079530401624;0.2657423679108717;0.4236186788010019;0.41797477631544305;0.5152332528593152;0.5086713465088344;0.45391380397389486;0.4479284501308322;0.5292158088455226;0.5223984642051334
2.2;0.5328911623108353;0.521406175133669;0.24535824603285925;0.24019223070763074;0.4657424063516116;0.4553757685762997;0.5312417972608184;0.5198945393357799;0.4946678071860227;0.48274960106031756;0.5563265049924945;0.5452384288478516
3.2;0.5070939293727169;0.5070939293727169;0.31878835653166915;0.31878835653166915;0.44340323558531985;0.44340323558531985;0.5346255698497077;0.5346255698497077;0.4685642204151908;0.4685642204151908;0.5373401020884387;0.5373401020884387
3.2;0.6048652778131046;0.5929680826101666;0.3903600291794133;0.40951417967396114;0.5248499947319724;0.5250370719897619;0.6432242798540108;0.6290444315750168;0.5701422323299943;0.5613149271333323;0.6445379101793473;0.6274182629895658
3.2;0.5174036878093822;0.5174036878093822;0.31378581622109447;0.31378581622109447;0.45932142218711125;0.45932142218711125;0.48930552936929206;0.48930552936929206;0.4548584586663591;0.4548584586663591;0.5402937876294115;0.5402937876294115
1.4;0.4545292091067916;0.4545292091067916;0.14708710135363803;0.14708710135363803;0.3664541101550519;0.3664541101550519;0.449736770382077;0.449736770382077;0.4040812945013117;0.4040812945013117;0.48648432447850926;0.48648432447850926
3.0;0.4927775946425929;0.4927775946425929;0.2279211529192759;0.2279211529192759;0.4301032187266897;0.4301032187266897;0.49859496523666597;0.49859496523666597;0.4606464069300058;0.4606464069300058;0.5109417155702717;0.5109417155702717
1.4;0.6395130135778966;0.6500385171533691;0.29872871496452597;0.32247423128524133;0.5553933222960584;0.5691263487953433;0.6811591623177574;0.6899538341547485;0.5931257277955281;0.6054525147246755;0.6682041105701592;0.6776614433881203
3.0;0.5962315104589976;0.5879357625428168;0.3038948705590345;0.2993924754260479;0.5300025581940501;0.5224819156977663;0.6089584345950303;0.6004921795799472;0.5515199992467663;0.5437155083077773;0.6179969155040335;0.6094347374581808
3.0;0.6577057001585888;0.6127913779621337;0.3952847075210474;0.35032452487268534;0.5800026743835341;0.5342754697079183;0.690456045592521;0.6466526129334023;0.6166894805809712;0.5711861470943211;0.6917317328088132;0.6474626134680614
1.0;0.5450887980136504;0.5450887980136504;0.11744404390294069;0.11744404390294069;0.42088895397744575;0.42088895397744575;0.5428984534257528;0.5428984534257528;0.44815590976048175;0.44815590976048175;0.5870315020963611;0.5870315020963611
3.0;0.21081851067789195;0.21081851067789195;0.21081851067789195;0.21081851067789195;0.21081851067789195;0.21081851067789195;0.21081851067789195;0.21081851067789195;0.21081851067789195;0.21081851067789195;0.21081851067789195;0.21081851067789195
2.0;0.5358479042651916;0.5234552624800857;0.34114411961050656;0.34114411961050656;0.4514392567171177;0.4452492095338719;0.5888009337802088;0.5781967430185553;0.5045377767937276;0.49737221401654946;0.5860472471033351;0.5702247428508033
2.4;0.4304915141876069;0.35856858280031806;0.35856858280031806;0.35856858280031806;0.3791311774098836;0.35856858280031806;0.4497073993872704;0.35856858280031806;0.4142600601305533;0.35856858280031806;0.4979759994947252;0.35856858280031806
3.4;0.5990714079659671;0.5774104274558729;0.4103913408340616;0.3999999999999999;0.5616274453683446;0.5374774605016441;0.5935961785246472;0.5485318579480986;0.5437123968781526;0.5054376278209903;0.6081449931086482;0.5892370163727421
3.0;0.7511040252887288;0.6704542677545214;0.46823140739455127;0.38346487236203386;0.6940192214846173;0.6094769518112902;0.7727285193975691;0.6938528787050077;0.7246573051632081;0.6410823001442634;0.771281786758728;0.6925572796657603
2.0;0.539578362885821;0.4957064655820249;0.2405626121623441;0.1924500897298753;0.4346026470211312;0.3885333017889966;0.5400839560888161;0.4966283235777234;0.4790726727923133;0.4340358509271822;0.6021643064810617;0.5599603985990361
3.2;0.5989697632401074;0.5989697632401074;0.4843221048378526;0.4843221048378526;0.5450715989553626;0.5450715989553626;0.607255892886264;0.607255892886264;0.5643166655887258;0.5643166655887258;0.6451059493384185;0.6451059493384185
2.0;0.6022300846338232;0.6022300846338232;0.3721042037676253;0.3721042037676253;0.5395150723074505;0.5395150723074505;0.6137001746697348;0.6137001746697348;0.5843637049591704;0.5843637049591704;0.6286313900352762;0.6286313900352762
3.0;0.48095400553775297;0.48588374174706234;0.26490647141300877;0.2581988897471611;0.42312600955786495;0.41957735960409265;0.4449963589447569;0.44552799752233474;0.42863041064939766;0.4231287356339179;0.5073203487850828;0.5191598311139995
1.2;0.4427110273865661;0.42127174825193625;0.13834289277321493;0.13834289277321493;0.31959810194145843;0.3086653880001038;0.5305056422618759;0.5133642374582547;0.36947734504698876;0.35297183924894193;0.5039719556014907;0.47692583554174905
3.4;0.5543847128339308;0.5543847128339308;0.4181210050035454;0.4181210050035454;0.531970541159931;0.531970541159931;0.5632551563651412;0.5632551563651412;0.5416676857685213;0.5416676857685213;0.562702304546856;0.562702304546856
1.8;0.4732618017108843;0.4592577424328669;0.20100756305184242;0.20100756305184242;0.3979021798856127;0.391806681293065;0.4984699142667245;0.48060127611766745;0.38453575677370944;0.3798550022958182;0.4989692861781137;0.4789383837059674
3.6;0.5395530855426922;0.562517130608107;0.3720594877662901;0.35965399945822496;0.48200253258009945;0.4983265457206899;0.6156437482432884;0.6424532912198246;0.5171076526230733;0.5485561328649373;0.5744113779115236;0.5918973122047279
2.0;0.3975740630222422;0.41741722282530735;0.22291128503014115;0.21081851067789195;0.3328938642158807;0.34871136519744483;0.44699087683539046;0.4790905335668139;0.37029084870329915;0.39876815828837975;0.44206750867095174;0.4547727531017215
2.4;0.599044134527898;0.599044134527898;0.4154548588306886;0.4154548588306886;0.5381736563044679;0.5381736563044679;0.6413300284248686;0.6413300284248686;0.5629386420553101;0.5629386420553101;0.6240057886764074;0.6240057886764074
3.4;0.26013299085723596;0.26013299085723596;0.26013299085723596;0.26013299085723596;0.26013299085723596;0.26013299085723596;0.26013299085723596;0.26013299085723596;0.26013299085723596;0.26013299085723596;0.26013299085723596;0.26013299085723596
3.0;0.6108566689481226;0.6108566689481226;0.34929419395838723;0.34929419395838723;0.5350598341814728;0.5350598341814728;0.622155475840936;0.622155475840936;0.5540970600797096;0.5540970600797096;0.6408017260377348;0.6408017260377348
4.0;0.44155152803904635;0.44155152803904635;0.2867696673382022;0.2867696673382022;0.367481959161886;0.367481959161886;0.4541653160263438;0.4541653160263438;0.37562678510359543;0.37562678510359543;0.49527277589998014;0.49527277589998014
4.0;0.6850585208503421;0.5532441650085715;0.5533715710928597;0.4150286783196448;0.6379985869733652;0.5023214808833801;0.6963246782278819;0.5656208905971698;0.6634743598964804;0.5294915494059924;0.7062086412351773;0.5770831981931761
3.4;0.6815117407981612;0.6815117407981612;0.4800651205161693;0.4800651205161693;0.6237479382505348;0.6237479382505348;0.652497365845091;0.652497365845091;0.6015231645930255;0.6015231645930255;0.705963007386033;0.705963007386033
3.4;0.6674528701149381;0.43941643903358474;0.5094278322972741;0.2911016184555852;0.6033981561362252;0.3803211065053533;0.648862821603105;0.43099370348574106;0.5816985287243298;0.36397327442471866;0.6970815273858811;0.46583017875099847
3.0;0.2929178450126539;0.2929178450126539;0.07715167498104597;0.07715167498104597;0.2312833772778;0.2312833772778;0.2752859203256296;0.2752859203256296;0.21150496221275314;0.21150496221275314;0.33433101990322855;0.33433101990322855
2.0;0.5220926149534395;0.30973740056214577;0.2279211529192759;0.0;0.39807010578431123;0.17596398673523775;0.4554744492394636;0.23676879418085647;0.36007138100689534;0.13650705239021527;0.5931390807782686;0.38909839544644215
